6257,39,199,False,False
95,39,2010,False,False
6642,39,13805,True,False
3243,39,5554,False,False
5892,39,6940,False,False
6955,39,8655,False,False
5002,39,1292,False,False
4226,39,7939,False,False
3955,39,307,False,False
600,39,17753,True,False
3613,39,26852,False,False
6944,39,289,False,False
4532,39,6644,False,False
5982,39,23524,False,False
2453,39,2613,False,False
6656,39,8149,False,False
5681,39,8434,False,False
3852,39,9937,True,False
474,39,692,False,False
3188,39,25455,False,False
1717,39,24224,True,False
4853,39,9354,False,False
6295,39,578,False,False
1275,39,2377,False,False
5272,39,5590,False,False
3714,39,177,False,False
3881,39,25412,True,False
3731,39,3279,False,False
6780,39,6192,False,False
366,39,1810,False,False
4495,39,813,False,False
4205,39,325,False,False
2066,39,14943,False,False
2161,39,2372,False,False
3739,39,5743,False,False
6502,39,20845,True,False
2477,39,4629,False,False
522,39,520,False,False
6676,39,1193,False,False
6097,39,13520,True,False
487,39,10485,False,False
2624,39,424,False,False
1805,39,12862,False,False
3949,39,5351,False,False
7019,39,8852,False,False
6818,39,20101,True,False
1462,39,565,False,False
241,39,20332,False,False
1115,39,2517,False,False
433,39,116,False,False
4470,39,1147,False,False
3633,39,11848,False,False
1398,39,481,False,False
4095,39,101,False,False
7053,39,21669,False,False
3512,39,2305,False,False
688,39,21423,True,False
4663,39,12295,False,False
6232,39,235,False,False
3905,39,16644,True,False
6152,39,8073,False,False
2651,39,15788,False,False
3244,39,2687,False,False
529,39,125,False,False
4255,39,8334,False,False
2151,39,9284,False,False
1578,39,17576,True,False
575,39,1370,False,False
2443,39,18705,True,False
6195,39,6830,False,False
3221,39,13777,False,False
2007,39,173,False,False
3210,39,2237,False,False
105,39,1721,False,False
5384,39,1921,False,False
1969,39,2839,False,False
4923,39,9874,False,False
4411,39,18596,False,False
3159,39,13569,True,False
6758,39,533,False,False
4746,39,6923,False,False
2513,39,11542,True,False
6347,39,1535,False,False
3673,39,5951,False,False
6065,39,17118,True,False
5782,39,2357,False,False
362,39,4621,False,False
4472,39,20213,False,False
4936,39,29295,True,False
2245,39,2785,False,False
1374,39,15021,False,False
6120,39,11189,False,False
5118,39,486,False,False
1235,39,14009,True,False
4240,39,13601,False,False
4538,39,2231,False,False
6179,39,8578,False,False
6129,39,11997,True,False
5044,39,2848,False,False
6481,39,1468,False,False
4852,39,3180,False,False
6284,39,1498,False,False
5737,39,28606,False,False
4056,39,20158,False,False
3769,39,1431,False,False
4914,39,11472,False,False
1137,39,13094,True,False
684,39,1956,False,False
1348,39,2489,False,False
5704,39,387,False,False
4287,39,6765,False,False
4439,39,24609,False,False
