1285,285,Liberal Party of Canada,2009-12-31,211.51
1286,286,Liberal Party of Canada,2011-12-31,38.91
1287,287,Liberal Party of Canada,2010-12-31,1100.0
1288,288,Liberal Party of Canada,2011-12-31,400.0
1289,289,Liberal Party of Canada,2010-12-31,500.0
1290,290,New Democratic Party,2013-12-31,75.0
1291,291,New Democratic Party,2013-12-31,100.0
1292,292,New Democratic Party,2013-12-31,100.0
1293,293,Liberal Party of Canada,2014-12-31,100.0
1294,294,Liberal Party of Canada,2013-12-31,20.0
1295,295,Liberal Party of Canada,2013-12-31,20.0
1296,296,Liberal Party of Canada,2013-12-31,20.0
1297,297,New Democratic Party,2012-12-31,400.0
1298,298,New Democratic Party,2012-12-31,75.0
1299,299,New Democratic Party,2012-12-31,20.0
1300,300,New Democratic Party,2012-12-31,200.0
1301,301,New Democratic Party,2012-12-31,40.0
1302,302,New Democratic Party,2012-12-31,100.0
1303,303,New Democratic Party,2012-12-31,60.0
1304,304,Liberal Party of Canada,2013-12-31,100.0
1305,305,New Democratic Party,2012-12-31,100.0
1306,306,Liberal Party of Canada,2012-12-31,50.0
1307,307,Liberal Party of Canada,2012-12-31,50.0
1308,308,Liberal Party of Canada,2013-12-31,100.0
1309,309,Liberal Party of Canada,2012-12-31,400.0
1310,310,Liberal Party of Canada,2012-12-31,500.0
1311,311,Liberal Party of Canada,2014-12-31,10.0
1312,312,Liberal Party of Canada,2014-12-31,100.0
1313,313,Liberal Party of Canada,2013-12-31,1200.0
1314,314,Liberal Party of Canada,2013-12-31,100.0
1315,315,Liberal Party of Canada,2013-12-31,20.0
1316,316,Liberal Party of Canada,2013-12-31,500.0
1317,317,Liberal Party of Canada,2013-12-31,20.0
1318,318,Liberal Party of Canada,2013-12-31,200.0
1319,319,Liberal Party of Canada,2013-12-31,25.0
1320,320,Liberal Party of Canada,2013-12-31,20.0
1321,321,Liberal Party of Canada,2013-12-31,10.0
1322,322,Liberal Party of Canada,2013-12-31,5.0
1323,323,New Democratic Party,2011-12-31,100.0
1324,324,Liberal Party of Canada,2011-12-31,38.91
1325,325,New Democratic Party,2011-12-31,175.0
1326,326,New Democratic Party,2011-12-31,100.0
1327,327,New Democratic Party,2012-12-31,200.0
1328,328,New Democratic Party,2012-12-31,100.0
1329,329,New Democratic Party,2012-12-31,750.0
1330,330,New Democratic Party,2012-12-31,100.0
1331,331,New Democratic Party,2012-12-31,100.0
1332,332,Liberal Party of Canada,2013-12-31,150.0
1333,333,Liberal Party of Canada,2013-12-31,20.0
1334,334,Liberal Party of Canada,2013-12-31,400.0
1335,335,Liberal Party of Canada,2013-12-31,20.0
1336,336,Liberal Party of Canada,2013-12-31,45.0
1337,337,Liberal Party of Canada,2013-12-31,100.0
1338,338,Liberal Party of Canada,2013-12-31,20.0
1339,339,Liberal Party of Canada,2013-12-31,10.0
1340,340,Liberal Party of Canada,2013-12-31,100.0
1341,341,Liberal Party of Canada,2012-12-31,1250.0
1342,342,New Democratic Party,2012-12-31,75.0
1343,343,New Democratic Party,2012-12-31,15.0
1344,344,New Democratic Party,2012-12-31,100.0
1345,345,Liberal Party of Canada,2012-12-31,400.0
1346,346,Liberal Party of Canada,2012-12-31,100.0
1347,347,Liberal Party of Canada,2012-12-31,300.0
1348,348,Liberal Party of Canada,2012-12-31,100.0
1349,349,Liberal Party of Canada,2012-12-31,20.0
1350,350,Liberal Party of Canada,2012-12-31,25.0
1351,351,New Democratic Party,2012-12-31,400.0
1352,352,New Democratic Party,2011-12-31,200.0
1353,353,Liberal Party of Canada,2007-12-31,400.0
1354,354,Liberal Party of Canada,2007-12-31,1100.0
1355,355,Liberal Party of Canada,2007-12-31,541.58
1356,356,Liberal Party of Canada,2007-12-31,1000.0
1357,357,Liberal Party of Canada,2007-12-31,25.0
1358,358,Liberal Party of Canada,2007-12-31,100.0
1359,359,Liberal Party of Canada,2007-12-31,100.0
1360,360,Liberal Party of Canada,2008-12-31,50.0
1361,361,Liberal Party of Canada,2008-12-31,800.0
1362,362,Liberal Party of Canada,2008-12-31,50.0
1363,363,Liberal Party of Canada,2007-12-31,27.52
1364,364,Liberal Party of Canada,2008-12-31,84.64
1365,365,Liberal Party of Canada,2008-12-31,100.0
1366,366,Liberal Party of Canada,2008-12-31,200.0
1367,367,Liberal Party of Canada,2008-12-31,466.67
1368,368,Liberal Party of Canada,2009-12-31,50.0
1369,369,Liberal Party of Canada,2008-12-31,100.0
1370,370,Liberal Party of Canada,2009-12-31,100.0
1371,371,Liberal Party of Canada,2009-12-31,193.15
1372,372,Liberal Party of Canada,2009-12-31,100.0
1373,373,Liberal Party of Canada,2009-12-31,50.0
1374,374,Liberal Party of Canada,2011-12-31,400.0
1375,375,Liberal Party of Canada,2009-12-31,193.15
1376,376,Liberal Party of Canada,2009-12-31,71.43
1377,377,Bloc QuΘbΘcois,2011-12-31,20.0
1378,378,Liberal Party of Canada,2010-12-31,133.63
1379,379,Liberal Party of Canada,2013-12-31,1.0
1380,380,Liberal Party of Canada,2014-12-31,100.0
1381,381,Liberal Party of Canada,2014-12-31,188.04
1382,382,Liberal Party of Canada,2013-12-31,10.0
1383,383,Bloc QuΘbΘcois,2014-12-31,40.0
1384,384,New Democratic Party,2012-12-31,100.0
1385,385,Liberal Party of Canada,2014-12-31,27.0
1386,386,New Democratic Party,2012-12-31,200.0
1387,387,New Democratic Party,2012-12-31,400.0
1388,388,New Democratic Party,2012-12-31,75.0
1389,389,New Democratic Party,2012-12-31,100.0
1390,390,New Democratic Party,2012-12-31,75.0
1391,391,Liberal Party of Canada,2013-12-31,10.0
1392,392,Liberal Party of Canada,2013-12-31,50.0
1393,393,Liberal Party of Canada,2013-12-31,50.0
1394,394,Liberal Party of Canada,2012-12-31,20.0
1395,395,Liberal Party of Canada,2012-12-31,100.0
1396,396,Liberal Party of Canada,2012-12-31,50.0
1397,397,Liberal Party of Canada,2012-12-31,500.0
1398,398,Liberal Party of Canada,2014-12-31,30.0
1399,399,Liberal Party of Canada,2014-12-31,100.0
1400,400,Liberal Party of Canada,2013-12-31,100.0
1401,401,Liberal Party of Canada,2013-12-31,50.0
1402,402,Liberal Party of Canada,2013-12-31,20.0
1403,403,Liberal Party of Canada,2013-12-31,20.0
1404,404,Liberal Party of Canada,2013-12-31,100.0
1405,405,Liberal Party of Canada,2013-12-31,5.0
1406,406,Liberal Party of Canada,2013-12-31,10.0
1407,407,Liberal Party of Canada,2013-12-31,400.0
1408,408,Liberal Party of Canada,2013-12-31,200.0
1409,409,Liberal Party of Canada,2013-12-31,400.0
1410,410,Liberal Party of Canada,2013-12-31,600.0
1411,411,New Democratic Party,2011-12-31,25.0
1412,412,Liberal Party of Canada,2011-12-31,250.0
1413,413,New Democratic Party,2011-12-31,250.0
1414,414,New Democratic Party,2011-12-31,125.0
1415,415,New Democratic Party,2012-12-31,100.0
1416,416,New Democratic Party,2012-12-31,75.0
1417,417,New Democratic Party,2012-12-31,100.0
1418,418,New Democratic Party,2012-12-31,10.0
1419,419,New Democratic Party,2012-12-31,500.0
1420,37,New Democratic Party,2012-12-31,300.0
1421,421,Liberal Party of Canada,2013-12-31,50.0
1422,422,Liberal Party of Canada,2013-12-31,100.0
1423,423,Liberal Party of Canada,2013-12-31,20.0
1424,424,Liberal Party of Canada,2013-12-31,100.0
1425,425,Liberal Party of Canada,2013-12-31,1200.0
1426,426,Liberal Party of Canada,2013-12-31,20.0
1427,427,Liberal Party of Canada,2013-12-31,20.0
1428,428,Liberal Party of Canada,2013-12-31,25.0
1429,429,New Democratic Party,2012-12-31,50.0
1430,430,Liberal Party of Canada,2012-12-31,150.0
1431,431,New Democratic Party,2012-12-31,50.0
1432,432,New Democratic Party,2012-12-31,100.0
1433,433,New Democratic Party,2012-12-31,50.0
1434,434,Liberal Party of Canada,2012-12-31,10.0
1435,435,Liberal Party of Canada,2012-12-31,50.0
1436,436,Liberal Party of Canada,2012-12-31,250.0
1437,437,Liberal Party of Canada,2012-12-31,1000.0
1438,438,Liberal Party of Canada,2012-12-31,50.0
1439,439,Liberal Party of Canada,2012-12-31,400.0
1440,440,New Democratic Party,2012-12-31,75.0
