486,Libertarian,Tunya Audain,West Vancouver--Sunshine Coast--Sea to Sky Country
487,Conservative,David Leskowski,Thunder Bay--Rainy River
488,Green Party,Teresa Burgess-Ogilvie,Brampton East
489,Green Party,Cyrille Giraud,Laurier--Sainte-Marie
490,Canadian Action,Jen Fisher-Bradley,Nanaimo--Alberni
491,Independent,Sean Upshaw,Okanagan--Coquihalla
492,Green Party,John Day Cowling,Perth--Wellington
493,Green Party,Lynne Champoux-Williams,L�vis--Bellechasse
494,Green Party,Macarena Diab,Louis-Hébert
495,NDP-New Democratic Party,Alain Ackad,Lac-Saint-Louis
496,Rhinoceros,Max Boudreau,Gaspésie--Les Îles-de-la-Madeleine
497,Conservative,Heather Leung,Burnaby North--Seymour
498,Green Party,Wayne Clements,Don Valley East
499,Conservative,Jason Cole,Dartmouth--Cole Harbour
500,NDP-New Democratic Party,Nathan Cullen,Skeena--Bulkley Valley
501,Independent,Yaqoob Khan,Scarborough--Rouge River
502,Libertarian,John Kittredge,St. Paul's
503,Green Party,Sharon Danley,Spadina--Fort York
504,Green Party,Robert Kryszko,Acadie--Bathurst
505,Green Party,Mark MacGillivray,Calgary Centre-North
506,Green Party,Jacques Gélineau,Manicouagan
507,Green Party,Fran�ois B�dard,Charlesbourg--Haute-Saint-Charles
508,NDP-New Democratic Party,Matthew Gilks,Fort McMurray--Cold Lake
509,Green Party,Stacey Leadbetter,Durham
510,Conservative,George Canyon,Central Nova
511,NDP-New Democratic Party,Michael David Crawford,Kamloops--Thompson--Cariboo
512,NDP-New Democratic Party,David Askew,Vancouver Quadra
513,Conservative,Dan Albas,Okanagan--Coquihalla
514,Green Party,Kira Brunner,Lakeland
515,Marxist-Leninist,Elaine Couto,Peterborough
516,Green Party,Philip Stone,Vancouver Island North
517,Marijuana Party,Blair T. Longley,Hochelaga
518,WBP,Robert Peter Kratchmer,Vegreville--Wainwright
519,Green Party,David Allan Hrushka,Edmonton--Mill Woods--Beaumont
520,NDP-New Democratic Party,Charmaine Borg,Terrebonne
521,Christian Heritage Party,Rick Chue,Pickering--Scarborough East
522,PC Party,Alexandre Raymond-Labrie,Qu�bec
523,Liberal,Ren� Roy,Beauce
524,NDP-New Democratic Party,Jean-Fran�ois Larose,Repentigny
525,Liberal,Denis Joannette,Rivi�re-des-Mille-�les
526,NDP-New Democratic Party,Laurel Collins,Victoria
527,Green Party,Vicki Strelioff,Saskatoon--Rosetown--Biggar
528,NDP-New Democratic Party,Shameem Siddiqui,Pierrefonds--Dollard
529,Marxist-Leninist,Gabriel Girard-Bernier,Hull--Aylmer
530,Conservative,Lynne Reynolds,Nickel Belt
531,National Citizens Alliance,Darlene Lynn LeBlanc,Cape Breton--Canso
532,Liberal,Brendan Miles,Calgary Heritage
533,Conservative,Erin O'Toole,Durham
534,Green Party,Jacob K. Binnema,Edmonton Strathcona
535,People's Party,Koltyn Wallar,Kitchener--Conestoga
536,Conservative,Ian Shields,Wascana
537,AAEV Party of Canada,Marie Crawford,Toronto--Danforth
538,Green Party,Marc Payette,Saint Boniface
539,Conservative,Marian Gagné,Kitchener South--Hespeler
540,Communist,Samie Pag�-Quirion,Laurier--Sainte-Marie
541,Liberal,Gary Gladstone,Thornhill
542,Green Party,Michael Oddy,South Shore--St. Margaret's
543,Independent,Larry R. Heather,Calgary Southwest
544,PC Party,Roger Lagass�,West Vancouver--Sunshine Coast--Sea to Sky Country
545,Conservative,Brad Farquhar,Wascana
546,Bloc Québécois,Cathy Lepage,Longueuil--Charles-LeMoyne
547,NDP-New Democratic Party,Melissa Edwards,Brampton North
548,Liberal,Dominic LaPlante,Battlefords--Lloydminster
549,Conservative,Ray Larkin,Winnipeg North
550,Green Party,Cam Mather,Hastings--Lennox and Addington
551,Green Party,Harold Henn,Nanaimo--Cowichan
552,Communist,Mark Haley,Kelowna--Lake Country
553,NDP-New Democratic Party,Denise Savoie,Victoria
554,NDP-New Democratic Party,Daniel Royer,Beauce
555,People's Party,Louise Kierans,Vancouver Centre
556,Green Party,Anna Lisa Wagner,Calgary West
557,Green Party,Adam King,Brant
558,NDP-New Democratic Party,Janice Hagan,Markham--Unionville
559,Conservative,Diana Dilworth,New Westminster--Coquitlam
560,Conservative,Bianca Boutin,Québec
561,Liberal,Jessie Adcock,Port Moody--Coquitlam
562,Liberal,Ron Planche,Niagara Falls
563,Liberal,Gilbert Barrette,Abitibi--T�miscamingue
564,Bloc Qu�b�cois,Andr� C�t�,Beauce
565,Independent,Allen Keith Hadley,Ajax
566,Green Party,Jennifer Villebrun,Peace River
567,Green Party,Clara Kwan,Ch�teauguay--Saint-Constant
568,Green Party,Daphne So,Don Valley West
569,Green Party,Elvin Kao,Markham--Unionville
570,NDP-New Democratic Party,Fran�ois Priv�,Roberval--Lac-Saint-Jean
571,NDP-New Democratic Party,Pierre Dionne Labelle,Rivière-du-Nord
572,Conservative,David Cavey,Vancouver Centre
573,NDP-New Democratic Party,Tyrone Benskin,Jeanne-Le Ber
574,Liberal,Nancy Charest,Haute-Gasp�sie--La Mitis--Matane--Matap�dia
575,Green Party,Fran�ois Boucher,Bourassa
576,Liberal,Perry Juttla,Moose Jaw--Lake Centre--Lanigan
577,Liberal,Noushig Eloyan,Ahuntsic
578,People's Party,Paul Bordonaro,Bay of Quinte
579,Green Party,Gordon Harris,Sudbury
580,NDP-New Democratic Party,Myriam Leblanc,Montmagny--L'Islet--Kamouraska--Rivi�re-du-Loup
581,Conservative,Murarilal Thapliyal,Brampton West
582,Liberal,Marlene Jennings,Notre-Dame-de-Gr�ce--Lachine
583,Conservative,Richard B�lisle,Longueuil--Pierre-Boucher
584,Liberal,Reg Alcock,Winnipeg South
585,NDP-New Democratic Party,Nycole Turmel,Hull--Aylmer
586,Green Party,Shirley Picknell,Lotbini�re--Chutes-de-la-Chaudi�re
587,No Affiliation,Butch Moore,Ottawa West--Nepean
588,Green Party,Louis-Philippe Verenka,Papineau
589,Independent,Geoff Stoneman,Nanaimo--Ladysmith
590,Liberal,Jesse McCormick,Lambton--Kent--Middlesex
591,Liberal,M. A. Bonnie Brown,Oakville
592,NDP-New Democratic Party,Rachel Blaney,North Island--Powell River
593,Independent,Dheerendra Kumar,Renfrew--Nipissing--Pembroke
594,NDP-New Democratic Party,Dennis Kshyk,Charleswood--St. James--Assiniboia
595,Liberal,Marc Patry,Richmond--Arthabaska
596,Green Party,Jim McGarva,St. Paul's
597,Green Party,Kevin Brandt,Brantford--Brant
598,Conservative,Ray Boughen,Palliser
599,Conservative,�tienne Morin,Ahuntsic
600,Conservative,Maurice Vellacott,Saskatoon--Wanuskewin
601,Pour l'Indépendance du Québec,Micheline Boucher Granger,Repentigny
602,Green Party,Brian Simpson,Welland
603,Liberal,Jean-Claude Poissant,La Prairie
604,Parti Rhinocéros Party,Line Bélanger,Chicoutimi--Le Fjord
605,Christian Heritage Party,Esther Sutherland,Calgary Forest Lawn
606,NDP-New Democratic Party,Rita Jackson,Malpeque
607,Green Party,Glen Beaton,Cardigan
608,Conservative,Sandy Lee,Western Arctic
609,Independent,Joe Chan,Winnipeg Centre
610,Liberal,Deb Ehmann,Blackstrap
611,NDP-New Democratic Party,Samir Girguis,Mississauga--Streetsville
612,Liberal,Yves Tousignant,Saint-Maurice--Champlain
613,Green Party,Trifon Haitas,Oak Ridges--Markham
614,Green Party,Michael Dempsey,Oshawa
615,Christian Heritage Party,Carson Chisholm,Stormont--Dundas--South Glengarry
616,Bloc Québécois,Yves-François Blanchet,Beloeil--Chambly
617,Liberal,Mohamed El-Rafih,Yellowhead
618,Green Party,Conner Borlé,Red Deer--Mountain View
619,NDP-New Democratic Party,Judy Wasylycia-Leis,Winnipeg North
620,Green Party,Rolf Bramann,Hochelaga
621,Green Party,Wayne Scott,Davenport
622,NDP-New Democratic Party,Susan Cadell,Kitchener Centre
623,Green Party,Angelena Satdeo,Yellowhead
624,Independent,Jan H. van der Veen,Western Arctic
625,Liberal,Gary Anandasangaree,Scarborough--Rouge Park
626,Independent,Clarence Schultz,Westlock--St. Paul
627,Liberal,Murray Todd,Kamloops--Thompson--Cariboo
628,Green Party,Marie Duplessis,Trois-Rivières
629,Independent,Daniel 'F4J' Laforest,Laurier--Sainte-Marie
630,Green Party,Peter Nygaard,Peace River--Westlock
631,NDP-New Democratic Party,Heather MacKenzie,Edmonton West
632,CAP,Harvey Edward Anstey,Wellington--Halton Hills
633,Green Party,Karthika Gobinath,Brampton West
634,Liberal,Kelsey MacDonald,Tobique--Mactaquac
635,Liberal,Keith Martin,Esquimalt--Juan de Fuca
636,NDP-New Democratic Party,Marika Lalime,Châteauguay--Lacolle
637,VCP,Stacey Dodge,Kings--Hants
638,NDP-New Democratic Party,David Brian Smith,Calgary Shepard
639,Liberal,Gerald Borrowman,Souris--Moose Mountain
640,Green Party,John Bithell,Kitchener Centre
641,Green Party,Elaine Kennedy,Stormont--Dundas--South Glengarry
642,Rhinoceros,Valery Chevrefils-Latulippe,Honor�-Mercier
643,Green Party,Natalie Arsenault,Beaus�jour
644,Independent,Brent Bush,Kootenay--Columbia
645,Conservative,Jasveen Rattan,York South--Weston
646,Liberal,Audrey Festeryga,Essex
647,Bloc Qu�b�cois,Louise Thibault,Rimouski-Neigette--T�miscouata--Les Basques
648,NDP-New Democratic Party,Dennis Adamson,Mission--Matsqui--Fraser Canyon
649,Conservative,Chris Alexander,Ajax--Pickering
650,People's Party,Marie-Louise Beauchamp,Laval--Les Îles
651,Christian Heritage Party,Adam De Kroon,Cariboo--Prince George
652,Communist,Brent Jantzen,Burnaby North--Seymour
653,Bloc Québécois,Yves Perron,Berthier--Maskinongé
654,Liberal,Richard Pesik,Nanaimo--Alberni
655,Conservative,Gary Caldwell,Compton--Stanstead
656,Conservative,Rosaire Turcot,Ch�teauguay--Saint-Constant
657,Christian Heritage Party,Jerome Dondo,Brandon--Souris
658,People's Party,Nadine Wellwood,Banff--Airdrie
659,Independent,Denis Gagn�,Renfrew--Nipissing--Pembroke
660,Communist,Saleh Waziruddin,St. Catharines
661,Conservative,Arnold LeBlanc,West Nova
662,Liberal,Mel H. Buffalo,Fort McMurray--Athabasca
663,Green Party,Serge Bellemare,LaSalle--�mard
664,Liberal,Paul Szabo,Mississauga South
665,Independent,Michelle Dockrill,Cape Breton--Canso
666,Liberal,Mike Savage,Dartmouth--Cole Harbour
667,Independent,John C. Turner,Crowfoot
668,Conservative,Marc Boudreau,Vaudreuil-Soulanges
669,Bloc Québécois,Gabriel Ste-Marie,Joliette
670,Liberal,Garth Evans,Burnaby--New Westminster
671,NDP-New Democratic Party,Jon Van Barneveld,Cariboo--Prince George
672,Liberal,Ren� Roy,M�gantic--L'�rable
673,Green Party,Mike Schwindt,Kenora
674,Independent,John The Engineer Turmel,Brantford--Brant
675,Libertarian,Robert George McFadzean,Lakeland
676,NDP-New Democratic Party,Costa Zafiropoulos,Papineau
677,Liberal,Jim Comiskey,Chatham-Kent--Essex
678,Conservative,Mario Provencher,Abitibi--Témiscamingue
679,Conservative,Eric Melillo,Kenora
680,Green Party,Terry Cormier,Long Range Mountains
681,Independent,John Kladitis,Toronto--Danforth
682,Christian Heritage Party,Melody Aldred,Oxford
683,PC Party,Peter Creighton,Mississauga--Streetsville
684,NDP-New Democratic Party,Jean-Marie Fiset,Portneuf--Jacques-Cartier
685,Parti Rhinocéros Party,Ludovic Schneider,Laurentides--Labelle
686,Liberal,Pam Dhanoa,Fleetwood--Port Kells
687,People's Party,Jeremiah Vijeyaratnam,Scarborough Centre
688,Liberal,Walt Lastewka,St. Catharines
689,Liberal,Anne McLellan,Edmonton Centre
690,Liberal,Nick Whalen,St. John's East
691,Independent,Jean-Fran�ois Mercier,Chambly--Borduas
692,Conservative,Ren� Vincelette,Saint-Hyacinthe--Bagot
693,Conservative,Reed Elley,Nanaimo--Cowichan
694,Marxist-Leninist,Michael Hill,North Vancouver
695,Liberal,Kyle Harrietha,Fort McMurray--Cold Lake
696,Green Party,Jutta Splettstoesser,Huron--Bruce
697,Conservative,Teresa Kruze,Vaughan--Woodbridge
698,NDP-New Democratic Party,Mathieu Boisvert,Mégantic--L'Érable
699,Conservative,Lorne Robinson,Humber--St. Barbe--Baie Verte
700,Independent,Sarmad Laith,Ottawa South
701,NDP-New Democratic Party,Paul Sahbaz,Markham--Thornhill
702,NDP-New Democratic Party,Sabina Singh,Saanich--Gulf Islands
703,NDP-New Democratic Party,Tracey Ramsey,Essex
704,Conservative,Terry Dowdall,Simcoe--Grey
705,Conservative,Russ Hiebert,South Surrey--White Rock--Cloverdale
706,Liberal,Marc Dup�r�,Jonqui�re--Alma
707,People's Party,Naomi Chocyk,Vancouver Granville
708,People's Party,Francesco Ciardullo,Davenport
709,Conservative,Gord Brown,Leeds-Grenville-Thousand Islands and Rideau Lakes
710,Green Party,Johanne Morin,Portneuf--Jacques-Cartier
711,NDP-New Democratic Party,Phil Brown,Nepean--Carleton
712,Conservative,David Piccini,Ottawa--Vanier
713,NDP-New Democratic Party,Susan Keeping,South Surrey--White Rock--Cloverdale
714,Independent,Nina Rivet,Surrey North
715,NDP-New Democratic Party,Melissa Atkinson,Yukon
716,Green Party,Ronald Mazerolle,Miramichi
717,Conservative,Luc Angers,Gatineau
718,Green Party,Serge Lemay,Montmagny--L'Islet--Kamouraska--Rivi�re-du-Loup
719,Liberal,Tim Lobzun,Oxford
720,NDP-New Democratic Party,Teale Phelps Bondaroff,Calgary West
721,Green Party,Jenica Atwin,Fredericton
722,Liberal,Alia Haddad,Laval
723,Green Party,Andrea Shalay,Winnipeg Centre
724,NDP-New Democratic Party,Patrice Miniely,Saint Boniface
725,Green Party,Carey Ann Poitras,Langley
726,NDP-New Democratic Party,Wendy Robinson,Cumberland--Colchester--Musquodoboit Valley
727,Liberal,Luc Chiasson,Roberval--Lac-Saint-Jean
728,Green Party,Lise Bissonnette,Marc-Aur�le-Fortin
729,Liberal,Ilona Niemczyk,Elmwood--Transcona
730,Green Party,Angela Reid,Kelowna--Lake Country
731,NDP-New Democratic Party,Don Davies,Vancouver Kingsway
732,Christian Heritage Party,Pam Phiri,Edmonton Manning
733,Conservative,Tony Clement,Parry Sound--Muskoka
734,NDP-New Democratic Party,Cesar Martello,Bramalea--Gore--Malton
735,Conservative,Laurie Hawn,Edmonton Centre
736,Conservative,Ed Fast,Abbotsford
737,Conservative,Daniel Beaudin,Jeanne-Le Ber
738,Green Party,Joey Leckman,Rivière-du-Nord
739,Christian Heritage Party,George Campbell,Dartmouth--Cole Harbour
740,NDP-New Democratic Party,Vicky O'Dell,Souris--Moose Mountain 
741,Conservative,Bob Saroya,Etobicoke North
742,Conservative,Brad Vis,Mission--Matsqui--Fraser Canyon
743,Green Party,Jean-R. Guernon,M�gantic--L'�rable
744,Independent,Eric Landry,Acadie--Bathurst
745,NDP-New Democratic Party,Tom Takacs,Mississauga East--Cooksville
746,Green Party,Nancy Urekar,Dufferin--Caledon
747,Conservative,Ramandeep Brar,Brampton South
748,Bloc Qu�b�cois,Gilles Duceppe,Laurier--Sainte-Marie
749,NDP-New Democratic Party,John Harrop,Okanagan--Coquihalla
750,Christian Heritage Party,Mark Theodoru,Scarborough--Rouge Park
751,CAP,Alex Kreider,Oshawa
752,Green Party,Laura Sanderson,Sherwood Park--Fort Saskatchewan
753,Green Party,Joseph Sahadat,Prince Edward--Hastings
754,Independent,Dimitri Mourkes,Laurier--Sainte-Marie
755,Liberal,Seamus O'Regan,St. John's South--Mount Pearl
756,People's Party,Corneliu Chisu,Pickering--Uxbridge
757,NDP-New Democratic Party,David Tough,Hastings--Lennox and Addington
758,NDP-New Democratic Party,Bobbi Stewart,Cambridge
759,Green Party,Barry Randle,Central Nova
760,NDP-New Democratic Party,Sabrina Sawyer,Brantford--Brant
761,Conservative,Konstantin Toubis,King--Vaughan
762,Bloc Qu�b�cois,Nicole Demers,Laval
763,NDP-New Democratic Party,Th�r�se Tremblay-Philippe,Madawaska--Restigouche
764,Green Party,Kelly Christie,Calgary Heritage
765,Liberal,John McKay,Scarborough--Guildwood
766,ML,Diane Johnston,Mount Royal
767,NDP-New Democratic Party,Rathika Sitsabaiesan,Scarborough North
768,Liberal,Jim Peterson,Willowdale
769,Liberal,David Remington,Lanark--Frontenac--Lennox and Addington
770,Bloc Québécois,Pascal-Olivier Dumas-Dubreuil,Saint-Laurent
771,NDP-New Democratic Party,Allison Cillis,Flamborough--Glanbrook
772,Conservative,James Robinson,York South--Weston
773,Green Party,David Merner,Esquimalt--Saanich--Sooke
774,Liberal,Brad Carroll,Calgary Southeast
775,Communist,William Sloan,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs
776,Forces et Démocratie - Allier les forces de nos régions,Mario Desjardins Pelchat,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix
777,Canadian Action,Jeff Warr,Nanaimo--Cowichan
778,NDP-New Democratic Party,Les Lilley,Provencher
779,Liberal,Ryan Turnbull,Whitby
780,NDP-New Democratic Party,Chris Charlton,Hamilton Mountain
781,Green Party,Brian Rozmahel,Vegreville--Wainwright
782,NDP-New Democratic Party,Pat Heroux,Halton
783,NDP-New Democratic Party,Adaoma Patterson,Brampton West
784,Liberal,John Douglas Reilly,Wild Rose
785,Liberal,Michael Den Tandt,Bruce--Grey--Owen Sound
786,Marxist-Leninist,Garnet Colly,Saint-L�onard--Saint-Michel
787,Conservative,Brian Jean,Fort McMurray--Athabasca
788,Conservative,Mike Wallace,Burlington
789,Liberal,Bill Blair,Scarborough Southwest
790,Green Party,Peter Smith,Sarnia--Lambton
791,NDP-New Democratic Party,Dana Chevalier,Lac-Saint-Louis
792,Conservative,Parm Gill,Brampton North
793,Green Party,Jake Cole,Carleton--Mississippi Mills
794,Conservative,Sophie Veilleux,Papineau
795,NDP-New Democratic Party,Jean-S�bastien Caron,Glengarry--Prescott--Russell
796,Liberal,Stephen Owen,Vancouver Quadra
797,Conservative,Charles Doucet,Moncton--Riverview--Dieppe
798,Liberal,Michael Savage,Dartmouth--Cole Harbour
799,NDP-New Democratic Party,Jody Di Bartolomeo,Welland
800,Liberal,Mark Wright,Fundy Royal
801,Liberal,Steve Mastroianni,Windsor--Tecumseh
802,Liberal,Claude Ringuette,Jonqui�re--Alma
803,Liberal,Kyle Peterson,Newmarket--Aurora
804,Green Party,José Núñez Melo,Vimy
805,Green Party,Sharon Murphy-Flatt,Saint John
806,Liberal,Bernadette Jordan,South Shore--St. Margarets
807,NDP-New Democratic Party,Jacques Trudeau,Joliette
808,NDP-New Democratic Party,Bruce Rogers,Durham
809,Bloc Qu�b�cois,Gabrielle Ladouceur-Despins,Notre-Dame-de-Gr�ce--Lachine
810,Liberal,Bill Graham,Toronto Centre
811,Independent,John Elliott,Sarnia--Lambton
812,NDP-New Democratic Party,Jeannette Manuel-Allain,Miramichi
813,ML,Philip Fernandez,Toronto Centre
814,Green Party,Sacha Doug�,L�vis--Bellechasse
815,Conservative,Zia Choudhary,Toronto--Danforth
816,Liberal,Rod Finnie,Wellington--Halton Hills
817,Independent,Adam Scott Ness,Fredericton
818,Green Party,Ann McAllister,Saint John--Rothesay
819,Pour l'Indépendance du Québec,Michel Blondin,Beloeil--Chambly
820,NDP-New Democratic Party,Rae Banwarie,Cloverdale--Langley City
821,Marxist-Leninist,Christian Legeais,Ottawa--Vanier
822,Christian Heritage Party,Shaun MacDonald,Oxford
823,NDP-New Democratic Party,Peter Julian,New Westminster--Burnaby
824,Conservative,Jordyn Ham,Winnipeg North
825,People's Party,Donald Helkaa,Elgin--Middlesex--London
826,Conservative,Pat Perkins,Whitby
827,Green Party,Sophie Malouin,Sherbrooke
828,NDP-New Democratic Party,Pierre-Luc Dusseault,Sherbrooke
829,Green Party,David Smith,Beauharnois--Salaberry
830,Conservative,Bernard Généreux,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup
831,Liberal,Reagan Johnston,Grande Prairie--Mackenzie
832,Liberal,Bill Caton,Cypress Hills--Grasslands
833,NDP-New Democratic Party,Ann Chambers,Vancouver South
834,Green Party,Glenn Zaretski,Saint Boniface--Saint Vital
835,Green Party,Lynn Wesley Oliphant,Carlton Trail--Eagle Creek
836,Green Party,Hugo Reinoso,Mississauga Centre
837,People's Party,Gaurav Walia,Brampton East
838,Green Party,Réjean Monette,Terrebonne
839,Liberal,David Mulroney,Victoria
840,Green Party,Martin Hanzalek,Humber--St. Barbe--Baie Verte
841,NDP-New Democratic Party,Leon R. Pendleton,Kootenay--Columbia
842,NDP-New Democratic Party,Valya Roberts,Haldimand--Norfolk
843,Marijuana Party,Andrew J. Chisholm,Charlottetown
844,Liberal,Gayle Stucke,Lambton--Kent--Middlesex
845,NDP-New Democratic Party,Kevin Hua,Carleton
846,People's Party,Jay Sobel,Don Valley North
847,VCP,William James Ryder,Calgary Forest Lawn
848,Liberal,Marc Pettersen,Jonquière
849,NDP-New Democratic Party,Wess Dowsett,Richmond Hill
